species,freq_khz,mean_TS,se_TS
SMB,146,-47.973815555138046,0.06682978587141053
SMB,146.5,-48.01364934765561,0.06739618828960599
SMB,147,-48.11134415920601,0.06836671097422625
SMB,147.5,-48.228414425012254,0.06903895177228297
SMB,148,-48.24804029006698,0.06876028088467888
SMB,148.5,-48.24386470936122,0.068507759723992
SMB,149,-48.19880125069433,0.06833378397107859
SMB,149.5,-48.13528833319719,0.06805825027668826
SMB,150,-48.125820126776674,0.06863499743434569
SMB,150.5,-48.087136341447476,0.06862979696855565
SMB,151,-48.07082960594674,0.06865038480072103
SMB,151.5,-48.0868422164679,0.068996303388727
SMB,152,-48.08638328835158,0.06963624706734903
SMB,152.5,-47.94712537559222,0.0686488375566527
SMB,153,-47.798307396013726,0.06845280140049248
SMB,153.5,-47.69245574424114,0.06855005642199195
SMB,154,-47.696206872733214,0.06870980537921206
SMB,154.5,-47.752058056036596,0.06911810171880685
SMB,155,-47.70638156485868,0.06896999211387553
SMB,155.5,-47.60350251764417,0.068981532873552
SMB,156,-47.43092733785329,0.06877223182475377
SMB,156.5,-47.25208897279856,0.06828107250618914
SMB,157,-47.16217862546969,0.06816896795713166
SMB,157.5,-47.15578351756249,0.06894965145180287
SMB,158,-47.07591551960464,0.06861386060139701
SMB,158.5,-46.964637677258615,0.06855665818801257
SMB,159,-46.81815551102761,0.06891115092878647
SMB,159.5,-46.65435867488972,0.06857817037415613
SMB,160,-46.4718771668845,0.06827490708797093
SMB,160.5,-46.2550257987257,0.06767665280620763
SMB,161,-46.04043571916353,0.06756766880971557
SMB,161.5,-45.81633234634864,0.06760592329457024
SMB,162,-45.655603039454334,0.06785981472513637
SMB,162.5,-45.61266244919131,0.0678398222933438
SMB,163,-45.64733899379186,0.0683274610723907
SMB,163.5,-45.68919154223166,0.06830679525317541
SMB,164,-45.74302505513805,0.06873652289409396
SMB,164.5,-45.71473912546969,0.06824004243553868
SMB,165,-45.6619808238033,0.06810477090288082
SMB,165.5,-45.567802345613465,0.06821457733870999
SMB,166,-45.56013900334913,0.06859510211796138
SMB,166.5,-45.68384986619834,0.06804119608540835
SMB,167,-46.01342492754452,0.06855677220897345
SMB,167.5,-46.33820835304689,0.06912459855262278
SMB,168,-46.67002397712792,0.06988384689250518
SMB,168.5,-46.86241487869629,0.07094705185533325
SMB,169,-46.932341895768666,0.07181799517741569
SMB,169.5,-47.01443717374612,0.07116578678018454
SMB,170,-47.24025215651037,0.07135549812650852
