qnum,freq_khz,mean_TS,se_TS,quintile
5,47,-39.95880682456141,0.7596757790897817,Q5 (highest)
5,47.5,-39.77294936842105,0.7591428998148996,Q5 (highest)
5,48,-39.754206403508775,0.7585741831288472,Q5 (highest)
5,48.5,-39.64363894736842,0.7654875839596055,Q5 (highest)
5,49,-39.489655210526315,0.77571975675594,Q5 (highest)
5,49.5,-39.27188471929824,0.7759433173737729,Q5 (highest)
5,50,-39.02642040350877,0.7776408860331429,Q5 (highest)
5,50.5,-38.87672184210526,0.7761400194193497,Q5 (highest)
5,51,-38.7345447368421,0.7704971710373287,Q5 (highest)
5,51.5,-38.73278814035088,0.7774461325050935,Q5 (highest)
5,52,-38.661952666666664,0.7817584994248916,Q5 (highest)
5,52.5,-38.457702210526314,0.7806690554239195,Q5 (highest)
5,53,-38.214842298245614,0.7827320639252376,Q5 (highest)
5,53.5,-37.961906754385964,0.7811590277982564,Q5 (highest)
5,54,-37.730983894736845,0.7854886241088079,Q5 (highest)
5,54.5,-37.57033001754386,0.7892948652112945,Q5 (highest)
5,55,-37.43698549122807,0.7971887191380392,Q5 (highest)
5,55.5,-37.34584149122807,0.8033532508320198,Q5 (highest)
5,56,-37.26101245614035,0.8079342335522928,Q5 (highest)
5,56.5,-37.11129319298246,0.8062661761527754,Q5 (highest)
5,57,-36.905827561403505,0.8024713917174413,Q5 (highest)
5,57.5,-36.7006131754386,0.7982756494078216,Q5 (highest)
5,58,-36.50450240350877,0.7968336658719516,Q5 (highest)
5,58.5,-36.41435331578948,0.7967502248170081,Q5 (highest)
5,59,-36.31490736842105,0.8003146559485872,Q5 (highest)
5,59.5,-36.18334742105263,0.8036426967221768,Q5 (highest)
5,60,-36.05338289473684,0.8067091238083088,Q5 (highest)
5,60.5,-35.82465554385965,0.8046668696795216,Q5 (highest)
5,61,-35.6414258245614,0.7997571988458854,Q5 (highest)
5,61.5,-35.46661178947368,0.7942586810449574,Q5 (highest)
5,62,-35.218874438596494,0.7886490558664816,Q5 (highest)
5,62.5,-35.1063792631579,0.7861340775149624,Q5 (highest)
5,63,-35.036772842105265,0.7779839605762373,Q5 (highest)
5,63.5,-34.988369298245615,0.7765612417430079,Q5 (highest)
5,64,-34.90693328070176,0.7800288556814242,Q5 (highest)
5,64.5,-34.64003856140351,0.7710449190256793,Q5 (highest)
5,65,-34.45305203508772,0.768862609253398,Q5 (highest)
5,65.5,-34.31915184210526,0.7711049548635667,Q5 (highest)
5,66,-34.216528315789475,0.7826633590121486,Q5 (highest)
5,66.5,-34.07332438596491,0.7870834501004634,Q5 (highest)
5,67,-33.828007666666664,0.7750543324340262,Q5 (highest)
5,67.5,-33.61808238596491,0.7702275603458121,Q5 (highest)
5,68,-33.472958385964915,0.7678849145133899,Q5 (highest)
5,68.5,-33.33072045614035,0.7648510300763237,Q5 (highest)
5,69,-33.21817042105263,0.7615591338726327,Q5 (highest)
5,69.5,-33.17918433333333,0.764068626424091,Q5 (highest)
5,70,-33.03557094736842,0.7678548351997327,Q5 (highest)
5,70.5,-32.931210350877194,0.7832393378249042,Q5 (highest)
5,71,-32.72947119298246,0.7829342698570485,Q5 (highest)
5,71.5,-32.630324175438595,0.7924155705329454,Q5 (highest)
5,72,-32.46921743859649,0.7964862122961095,Q5 (highest)
5,72.5,-32.31396133333333,0.7961705211529745,Q5 (highest)
5,73,-32.172957385964914,0.8008992113005169,Q5 (highest)
5,73.5,-32.055725877192984,0.8094258916760301,Q5 (highest)
5,74,-31.935336228070174,0.8148799303529359,Q5 (highest)
5,74.5,-31.78707203508772,0.8174521219753098,Q5 (highest)
5,75,-31.60698845614035,0.8169122515894618,Q5 (highest)
5,75.5,-31.493233456140352,0.8251221644979982,Q5 (highest)
5,76,-31.266586175438597,0.8201761205889759,Q5 (highest)
5,76.5,-31.04878798245614,0.8143627885492868,Q5 (highest)
5,77,-30.92788903508772,0.8141099520463589,Q5 (highest)
5,77.5,-30.828517263157895,0.8126178836982586,Q5 (highest)
5,78,-30.87117103508772,0.8215234818221158,Q5 (highest)
5,78.5,-30.735246842105262,0.8074865228481395,Q5 (highest)
5,79,-30.586359192982457,0.7961608566296089,Q5 (highest)
5,79.5,-30.518945807017545,0.8034254733850043,Q5 (highest)
